pubDate,title,description
2025-12-15 09:38:00,"네이버, 일주일간 'BIG 멤버십데이' 열고 '단골' 혜택 강화한다","'넷플릭스' 인기 콘텐츠 케이팝 데몬 헌터스 키링부터 'Xbox' 기프트 카드 등 파트너사와 준비한 경품 이벤트도 풍성 넷플릭스, 스포티파이, 마이크로소프트 등 빅브랜드 파트너사와 함께 준비한 제휴 이벤트도... "
2025-12-15 09:37:00,한국PR협회 선정 올해 소통 키워드에 에겐남·AI·트럼프관세,"'개인정보 유출'(521만9천505건)과 '탄핵'(235만9천721건)이 각각 4위와 5위였고, '케이팝데몬헌터스(케데헌)'(161만8천864건), '민생회복 소비쿠폰'(99만7천219건), '3대 특검'(95만4천271건), 'APEC'(49만4천835건)... "
2025-12-15 09:36:00,[모인의 게임의 법칙]2025년 한 해를 보내면서 ...,"하반기 뒤늦게 터져 나온 '케이팝 데몬 헌터스'가 거센 돌풍을 일으키고 있는 가운데, 'K-영화'와 'K-드라마' 'K-팝' 등이 글로벌 무대에서 센세이션을 일으키면서 이른바 'K-콘텐츠'가 글로벌 대세를 형성하고 있음을 입증해... "
2025-12-15 09:34:00,"네이버, 연말맞이 BIG 멤버십데이 열어 '단골' 혜택 강화","●'넷플릭스' 인기 콘텐츠 케이팝 데몬 헌터스 키링부터 'Xbox' 기프트 카드 등 파트너사와 준비한 경품 이벤트도 풍성 넷플릭스, 스포티파이, 마이크로소프트 등 빅브랜드 파트너사와 함께 준비한 제휴 이벤트도... "
2025-12-15 09:32:00,"네이버, 21일까지 일주일간 멤버십 특가전⋯최대 55% 할인","멤버십을 통해 디지털 콘텐츠를 즐기는 이용자를 대상으로 넷플릭스의 '케이팝 데몬 헌터스' 캐릭터 키링, 스포티파이 텀블러, 엑스박스(Xbox) 기프트 카드(3만원권) 등의 경품 이벤트를 준비했다. 각 디지털 콘텐츠를... "
2025-12-15 09:32:00,"네이버, 일주일간 단골 공략···'BIG 멤버십데이'","넷플릭스 '케이팝 데몬 헌터스' 캐릭터 키링, 스포티파이 텀블러, Xbox 기프트 카드(3만원권) 등을 경품으로 제공한다. 디지털 콘텐츠를 이용 중인 멤버십 이용자는 응모할 수 있다. 요기요 할인 쿠폰 2종도 함께... "
2025-12-15 09:28:00,빌보드 앨범차트서 케데헌 OST 3위·스트레이 키즈 10위,스위프트 통산 9주 1위…'톱 10' 중 절반이 캐럴 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스' 오리지널사운드트랙(OST) 앨범과 그룹 스트레이 키즈의 '두 잇'(DO IT)이 빌보드 앨범차트 '톱 10'에 들었다. 14일... 
2025-12-15 09:24:00,"네이버, 'BIG 멤버십데이'로 '단골' 잡는다","아울러 넷플릭스 '케이팝 데몬 헌터스' 캐릭터 키링, 스포티파이 텀블러, Xbox기프트 카드(3만원권) 등 경품 이벤트도 준비했다. 각 디지털 콘텐츠를 이용하고 있는 멤버십 사용자라면 응모할 수 있다. 연말에 증가하는... "
2025-12-15 09:24:00,"네이버, 일주일간 '멤버십 특가전' 연다…인기 가전 최대 55% 할인",네이버플러스 멤버십을 통해 디지털 콘텐츠를 즐기는 사용자를 위해 ▲넷플릭스의 '케이팝 데몬 헌터스' 캐릭터 키링 ▲스포티파이 텀블러 ▲Xbox기프트 카드(3만원) 등을 마련했다. 각 디지털 콘텐츠를 이용하고 있는... 
2025-12-15 09:20:00,"차학연, 日 팬미팅 'Channel A! CHA HAK YEON' 성료",여기에 '케이팝 데몬 헌터스' 속 사자보이즈의 '소다 팝'에 맞춰 댄스 커버를 펼쳐 팬들의 뜨거운 환호를 받았다. 차학연은 &quot;함께 해서 행복하고 즐거운 시간이었다. 늘 응원해 주시는 팬분들께 정말 감사드리고... 
